category_id	title	availability	group_type	descript	notes
100062	Sociodemographics	0	1	This category contains information from the touchscreen questionnaire on sociodemographic factors, subdivided into broad subject areas.	
100063	Education	0	1	This category contains data from the touchscreen questionnaire on qualification and age when finished full-time education.	
100064	Employment	0	1	This category contains data from the touchscreen questionnaire on current employment status, years in most recent job, physical activity at work, shift-work, time spent at work, days/week travel to work, distance between home and work, type of transport used and time spent travelling to work. <p> Several years after joining UK Biobank participants were asked to record a longer job history via a web questionnaire, the results of which are presented in ~L130~.	
100065	Ethnicity	0	1	This category contains data from the touchscreen questionnaire on ethnic background, and years spent in the UK, where applicable.	
100066	Household	0	1	This category contains data from the touchscreen questionnaire on type of housing, duration at current address, number in household and their relationship to the participant, number of vehicles, type of heating, and household income. Data on type of heating was added to the questionnaire towards the end of recruitment.	
100067	Other sociodemographic factors	0	1	This category contains data from the touchscreen questionnaire on whether the participant receives attendance/disability allowance or has private health care.	
100068	Sex-specific factors	0	1	This category contains information from the touchscreen questionnaire from sex-specific questions, in male and female subcategories.	
100069	Female-specific factors	0	1	This category contains data from the touchscreen questionnaire on female reproductive factors (age at menarche/menopause, pregnancy history, use of exogenous hormones, hysterectomy or oopherectomy, and birth weight of first child).	
100070	Male-specific factors	0	1	This category contains data from the touchscreen questionnaire on factors related to age at puberty, paternity, and hair/balding pattern.	
100071	Verbal interview	0	1	This category contains information based on a verbal interview conducted by trained staff completed at the Assessment Centre and is divided into sub-categories based on broad subject areas.	
100072	Early life factors	0	1	This category contains data obtained through a verbal interview on place of birth and birth weight.	
100073	Employment	0	1	This category contains data obtained through a verbal interview on job title (coded by the interviewer and presented in a tree structure). Job titles that could not be assigned a code were entered as free text (currently awaiting coding).	
100074	Medical conditions	0	1	This category contains data obtained through a verbal interview by a trained nurse on past and current medical conditions, including type of cancer and other illnesses, the number of medical conditions, and date of diagnosis. <br> The interviewer was made aware via a pop-up box on their computer screen if the participant had answered in the touchscreen that they had a history of one or more of the following illnesses: heart attack, angina, stroke, high blood pressure, blood clot in leg, blood clot in lung, emphysema/chronic bronchitis, asthma or diabetes, and was prompted to confirm these with the participant (these will already be selected in the illness screen if they had been selected during the touchscreen questionnaire). If during the interview it appeared these had been incorrectly selected, the interviewer could amend the responses. If the participant stated in the touchscreen they had no major illnesses or disability or were not sure, this question was asked again and confirmed by the interviewer. <br> Medical conditions that could not be assigned a code at the time of the interview were entered as free text, and subsequently coded wherever possible.	
100075	Medications	0	1	This category contains data obtained through a verbal interview by a trained nurse on prescription medications and includes data on type and number of medications taken. <br> The interviewer was made aware, via a pop-up box on their computer screen, if the participant had answered in the touchscreen that they are taking regular prescription medication, and was then prompted to ask "Could you now tell me what these are?" If the participant indicated in the touchscreen that they were taking any of the following classes of medications: blood pressure lowering, cholesterol lowering, hormone replacement therapy or oral contraceptive pills, then the interviewer was prompted to record the name of the medication. If the participant stated in the touchscreen they were not taking any regular prescription medications (or were not sure), this question was asked again and confirmed by the interviewer. <br> This category contains data on any regular treatments taken weekly, monthly, etc. It does not include short-term medications (such as a 1 week course of antibiotics) or prescribed medication that is not taken, or over-the-counter medications, vitamins and supplements (this information was collected in the touchscreen and was not recorded here, unless for some reason the participant had forgotten to record it in the touchscreen). Doses and formulations were not recorded. <br> Medicines that could not be coded at the time of the interview were entered as free text, and subsequently coded wherever possible.	
100076	Operations	0	1	This category contains data obtained through a verbal interview by a trained nurse on major operations. It includes data on type of operation (grouped by body region, and presented in a tree structure), the number of operations, and date of each one. <br> The interviewer was made aware, via a pop-up box on their computer screen, if the participant had answered in the touchscreen that they had a history of a major operation, and was prompted to ask "Could you now tell me what the operation was?" For example, if a woman had indicated in the touchscreen that they had had a hysterectomy or bilateral oopherectomy, this would already have been selected in the operation tree. If during the interview it appeared these had been incorrectly selected, the interviewer could alter the responses. If the participant stated in the touchscreen they had no history of major operations (or were not sure), this question was asked again and confirmed by the interviewer. <br> Operations that could not be coded at the time of the interview were entered as free text, and subsequently coded wherever possible.	
100077	Word production	0	1	This category contains data obtained through a verbal interview by trained staff to assess cognitive function, based on how many words beginning with the letter 'S' the participant could state within one minute. The data available includes the number of words, and the answers. This test was performed in the pilot state of recruitment and is only available for a small subset of the total participants.	
100078	Biological samples	0	1	This category contains information on the type and amount of biological samples that were received by the UK Biobank laboratory store following collection at the Assessment Centre (sample inventory), and on the assays performed plus their results. <p> Samples were collected a minute or two prior to the times indicated in ~F21842~ and ~F21841~.	
100079	Assay results	0	1	This category contains information on the assays that have been performed and their results, and is divided into sub-categories based on type of biological material. <p> Samples were collected a minute or two prior to the times indicated in ~F21842~ and ~F21841~.	
100080	Blood assays	0	1	This category contains information on the assays that have been performed on the UK Biobank blood samples and their results.	
100081	Blood count	0	1	This category contains results of haematological assays that were performed on whole blood before further processing. This category includes data on acquisition time and number of freeze-thaw cycles and count for: basophils, Eosinophils, Monocytes, Neutrophils, Haematocrit, Haemoglobin, Red Blood Cells, Lymphocytes, White Blood Cells, Platelets, Reticulocytes, Mean Sphered Cells Volume and Mean Corpuscular Volume.	
100082	Saliva assays	0	1	This category contains information on the assays that have been performed on the UK Biobank saliva samples and their results.	
100083	Urine assays	0	1	This category contains information on the assays that have been performed on the UK Biobank urine samples and their results.	
100084	Sample inventory	0	1	This category contains information on the type and amount of biological samples in the UK Biobank laboratory store and is divided into sub-categories based on type of biological material.	
100085	Blood sample inventory	0	1	This category contains data on the acquisition time, number of freeze-thaw cycles and the aliquot volume for each of the following blood samples: 2 x EDTA separated into plasma, buffy coat, red cells; lithium heparin plasma, Silica clot activator serum, acid citrate dextrose DMSO blood, and RNA blood sample.	
100086	Saliva sample inventory	0	1	This category contains data on the acquisition time, number of freeze-thaw cycles and the aliquot volume for the saliva samples. This sample type was collected only towards the end of recruitment.	
100087	Urine sample inventory	0	1	This category contains data on the acquisition time, number of freeze-thaw cycles and the aliquot volume for the urine samples.	
100088	Additional exposures	0	1	This category contains information based on additional assessments that were conducted outside the Assessment Centre.	
100089	Online follow-up	0	1	This category contains information based on additional assessments that were conducted by UK Biobank using on-line questionnaires.	
100090	Diet by 24-hour recall	0	1	This category contains data from a dietary questionnaire, based on a 24-hour dietary recall of the previous day. This questionnaire was added to the Assessment visit towards the end of the recruitment phase. After the close of recruitment 4 additional questionnaire rounds were conducted online, with invitations being emailed to participants at 3-4 monthly intervals.	
100091	Health-related outcomes	0	1	This category contains information related to the health outcomes of the participants provided through linkages to a range of health-related records. These datasets are continually being accrued and the database is updated on a regular basis. <p> ~F190~ contains reasons that some participants are lost to follow-up and data on these people will necessarily be incomplete after a certain date.	
100092	Cancer register	0	1	This category contains coded data on cancer incidence (International Classification of Diseases [ICD]), obtained through linkage to national cancer registries. <p> National cancer registries centralise information received from separate regional cancer centres around the UK. The completeness of follow-up can vary between cancer registries and this should be considered in analyses when determining dates of complete follow-up for censoring purposes. Because data is continually accruing, please be aware that the follow-up time and number of cases presented in the Health Outcomes report may vary from the data sent out to researchers. <p> While we have attempted to provide meanings for all codes supplied here, there has been no detailed data cleaning. For example, there are a small number of participants with apparent duplicate data (i.e. diagnosed with the same cancer type on the same date, or shortly thereafter) and we have made no attempt to remove these (or any other oddities from the data). The Cancer Outcomes Working Group is preparing a more refined dataset for cancer outcomes, which will be available in due course.	Number of prevalent and incident cancers available from cancer registry data<br><br> <i>Each participant only appears once in the entire table:<br>- If a participant was diagnosed with cancer before and after baseline, only the prevalent case is counted<br>- If a participant was diagnosed several times with cancer in the same site, only the first one is counted<br>- If a participant was diagnosed with cancer in different sites, only the first one is counted</i><br><br> <table border summary="Cancer Counts" class="wrapper" cellspacing="0"> <tr><td class="spacer"></td><td class="txt_blu"><b>Prevalent</b></td><td class="txt_blu"><b>Incident</b></td></tr> <tr><td class="txt_blu"><b>Malignant neoplasms of lip, oral cavity and pharynx</b></td><td class="int_blu"><b>536</b></td><td class="int_blu"><b>411</b></td></tr> <tr><td class="txt_blu">&nbsp; Lip</td><td class="int_blu">25</td><td class="int_blu">12</td></tr> <tr><td class="txt_blu">&nbsp; Base of tongue</td><td class="int_blu">41</td><td class="int_blu">61</td></tr> <tr><td class="txt_blu">&nbsp; Other and unspecified parts of tongue</td><td class="int_blu">112</td><td class="int_blu">70</td></tr> <tr><td class="txt_blu">&nbsp; Gum</td><td class="int_blu">17</td><td class="int_blu">20</td></tr> <tr><td class="txt_blu">&nbsp; Floor of mouth</td><td class="int_blu">29</td><td class="int_blu">19</td></tr> <tr><td class="txt_blu">&nbsp; Palate</td><td class="int_blu">35</td><td class="int_blu">20</td></tr> <tr><td class="txt_blu">&nbsp; Other and unspecified parts of mouth</td><td class="int_blu">26</td><td class="int_blu">26</td></tr> <tr><td class="txt_blu">&nbsp; Parotid gland</td><td class="int_blu">70</td><td class="int_blu">24</td></tr> <tr><td class="txt_blu">&nbsp; Other and unspecified major salivary glands</td><td class="int_blu">19</td><td class="int_blu">8</td></tr> <tr><td class="txt_blu">&nbsp; Tonsil</td><td class="int_blu">103</td><td class="int_blu">100</td></tr> <tr><td class="txt_blu">&nbsp; Oropharynx</td><td class="int_blu">11</td><td class="int_blu">17</td></tr> <tr><td class="txt_blu">&nbsp; Nasopharynx</td><td class="int_blu">25</td><td class="int_blu">13</td></tr> <tr><td class="txt_blu">&nbsp; Pyriform sinus</td><td class="int_blu">12</td><td class="int_blu">6</td></tr> <tr><td class="txt_blu">&nbsp; Hypopharynx</td><td class="int_blu">3</td><td class="int_blu">9</td></tr> <tr><td class="txt_blu">&nbsp; Other and ill-defined sites in the lip, oral cavity and pharynx</td><td class="int_blu">8</td><td class="int_blu">6</td></tr> <tr><td class="txt_blu"><b>Malignant neoplasms of digestive organs</b></td><td class="int_blu"><b>2841</b></td><td class="int_blu"><b>3953</b></td></tr> <tr><td class="txt_blu">&nbsp; Oesophagus</td><td class="int_blu">137</td><td class="int_blu">383</td></tr> <tr><td class="txt_blu">&nbsp; Stomach</td><td class="int_blu">149</td><td class="int_blu">270</td></tr> <tr><td class="txt_blu">&nbsp; Small intestine</td><td class="int_blu">55</td><td class="int_blu">83</td></tr> <tr><td class="txt_blu">&nbsp; Colon</td><td class="int_blu">1340</td><td class="int_blu">1588</td></tr> <tr><td class="txt_blu">&nbsp; Rectosigmoid junction</td><td class="int_blu">230</td><td class="int_blu">158</td></tr> <tr><td class="txt_blu">&nbsp; Rectum</td><td class="int_blu">716</td><td class="int_blu">653</td></tr> <tr><td class="txt_blu">&nbsp; Anus and anal canal</td><td class="int_blu">79</td><td class="int_blu">67</td></tr> <tr><td class="txt_blu">&nbsp; Liver and intrahepatic bile ducts</td><td class="int_blu">37</td><td class="int_blu">202</td></tr> <tr><td class="txt_blu">&nbsp; Gallbladder</td><td class="int_blu">7</td><td class="int_blu">42</td></tr> <tr><td class="txt_blu">&nbsp; Other and unspecified parts of biliary tract</td><td class="int_blu">32</td><td class="int_blu">67</td></tr> <tr><td class="txt_blu">&nbsp; Pancreas</td><td class="int_blu">53</td><td class="int_blu">420</td></tr> <tr><td class="txt_blu">&nbsp; Other and ill-defined digestive organs</td><td class="int_blu">6</td><td class="int_blu">20</td></tr> <tr><td class="txt_blu"><b>Malignant neoplasms of respiratory and intrathoracic organs</b></td><td class="int_blu"><b>516</b></td><td class="int_blu"><b>1557</b></td></tr> <tr><td class="txt_blu">&nbsp; Nasal cavity and middle ear</td><td class="int_blu">17</td><td class="int_blu">16</td></tr> <tr><td class="txt_blu">&nbsp; Accessory sinuses</td><td class="int_blu">9</td><td class="int_blu">6</td></tr> <tr><td class="txt_blu">&nbsp; Larynx</td><td class="int_blu">181</td><td class="int_blu">77</td></tr> <tr><td class="txt_blu">&nbsp; Trachea</td><td class="int_blu">4</td><td class="int_blu">1</td></tr> <tr><td class="txt_blu">&nbsp; Bronchus and lung</td><td class="int_blu">286</td><td class="int_blu">1437</td></tr> <tr><td class="txt_blu">&nbsp; Thymus</td><td class="int_blu">12</td><td class="int_blu">10</td></tr> <tr><td class="txt_blu">&nbsp; Heart, mediastinum and pleura</td><td class="int_blu">7</td><td class="int_blu">8</td></tr> <tr><td class="txt_blu">&nbsp; Other and ill-defined sites in the respiratory system and intrathoracic organs</td><td class="int_blu">0</td><td class="int_blu">2</td></tr> <tr><td class="txt_blu"><b>Malignant neoplasms of bone and articular cartilage</b></td><td class="int_blu"><b>65</b></td><td class="int_blu"><b>19</b></td></tr> <tr><td class="txt_blu">&nbsp; Bone and articular cartilage of limbs</td><td class="int_blu">35</td><td class="int_blu">10</td></tr> <tr><td class="txt_blu">&nbsp; Bone and articular cartilage of other and unspecified sites</td><td class="int_blu">30</td><td class="int_blu">9</td></tr> <tr><td class="txt_blu"><b>Melanoma and other malignant neoplasms of skin</b></td><td class="int_blu"><b>11738</b></td><td class="int_blu"><b>8257</b></td></tr> <tr><td class="txt_blu">&nbsp; Malignant melanoma of skin</td><td class="int_blu">2043</td><td class="int_blu">1072</td></tr> <tr><td class="txt_blu">&nbsp; Other malignant neoplasms of skin</td><td class="int_blu">9695</td><td class="int_blu">7185</td></tr> <tr><td class="txt_blu"><b>Malignant neoplasms of mesothelial and soft tissue</b></td><td class="int_blu"><b>253</b></td><td class="int_blu"><b>378</b></td></tr> <tr><td class="txt_blu">&nbsp; Mesothelioma</td><td class="int_blu">8</td><td class="int_blu">187</td></tr> <tr><td class="txt_blu">&nbsp; Kaposi's sarcoma</td><td class="int_blu">12</td><td class="int_blu">3</td></tr> <tr><td class="txt_blu">&nbsp; Peripheral nerves and autonomic nervous system</td><td class="int_blu">15</td><td class="int_blu">4</td></tr> <tr><td class="txt_blu">&nbsp; Retroperitoneum and peritoneum</td><td class="int_blu">32</td><td class="int_blu">80</td></tr> <tr><td class="txt_blu">&nbsp; Other connective and soft tissue</td><td class="int_blu">186</td><td class="int_blu">104</td></tr> <tr><td class="txt_blu"><b>Malignant neoplasm of breast</b></td><td class="int_blu"><b>9051</b></td><td class="int_blu"><b>4198</b></td></tr> <tr><td class="txt_blu">&nbsp; Breast</td><td class="int_blu">9051</td><td class="int_blu">4198</td></tr> <tr><td class="txt_blu"><b>Malignant neoplasms of female genital organs</b></td><td class="int_blu"><b>2555</b></td><td class="int_blu"><b>1244</b></td></tr> <tr><td class="txt_blu">&nbsp; Vulva</td><td class="int_blu">70</td><td class="int_blu">49</td></tr> <tr><td class="txt_blu">&nbsp; Vagina</td><td class="int_blu">12</td><td class="int_blu">11</td></tr> <tr><td class="txt_blu">&nbsp; Cervix uteri</td><td class="int_blu">917</td><td class="int_blu">49</td></tr> <tr><td class="txt_blu">&nbsp; Corpus uteri</td><td class="int_blu">849</td><td class="int_blu">656</td></tr> <tr><td class="txt_blu">&nbsp; Uterus, part unspecified</td><td class="int_blu">30</td><td class="int_blu">18</td></tr> <tr><td class="txt_blu">&nbsp; Ovary</td><td class="int_blu">629</td><td class="int_blu">426</td></tr> <tr><td class="txt_blu">&nbsp; Other and unspecified female genital organs</td><td class="int_blu">24</td><td class="int_blu">35</td></tr> <tr><td class="txt_blu">&nbsp; Placenta</td><td class="int_blu">24</td><td class="int_blu">0</td></tr> <tr><td class="txt_blu"><b>Malignant neoplasms of male genital organs</b></td><td class="int_blu"><b>3788</b></td><td class="int_blu"><b>4410</b></td></tr> <tr><td class="txt_blu">&nbsp; Penis</td><td class="int_blu">35</td><td class="int_blu">24</td></tr> <tr><td class="txt_blu">&nbsp; Prostate</td><td class="int_blu">3037</td><td class="int_blu">4328</td></tr> <tr><td class="txt_blu">&nbsp; Testis</td><td class="int_blu">704</td><td class="int_blu">54</td></tr> <tr><td class="txt_blu">&nbsp; Other and unspecified male genital organs</td><td class="int_blu">12</td><td class="int_blu">4</td></tr> <tr><td class="txt_blu"><b>Malignant neoplasms of urinary tract</b></td><td class="int_blu"><b>1102</b></td><td class="int_blu"><b>1036</b></td></tr> <tr><td class="txt_blu">&nbsp; Kidney, except renal pelvis</td><td class="int_blu">479</td><td class="int_blu">531</td></tr> <tr><td class="txt_blu">&nbsp; Renal pelvis</td><td class="int_blu">17</td><td class="int_blu">35</td></tr> <tr><td class="txt_blu">&nbsp; Ureter</td><td class="int_blu">11</td><td class="int_blu">21</td></tr> <tr><td class="txt_blu">&nbsp; Bladder</td><td class="int_blu">590</td><td class="int_blu">442</td></tr> <tr><td class="txt_blu">&nbsp; Other and unspecified urinary organs</td><td class="int_blu">5</td><td class="int_blu">7</td></tr> <tr><td class="txt_blu"><b>Malignant neoplasms of eye, brain and other parts of central nervous system</b></td><td class="int_blu"><b>269</b></td><td class="int_blu"><b>380</b></td></tr> <tr><td class="txt_blu">&nbsp; Eye and adnexa</td><td class="int_blu">103</td><td class="int_blu">42</td></tr> <tr><td class="txt_blu">&nbsp; Meninges</td><td class="int_blu">9</td><td class="int_blu">6</td></tr> <tr><td class="txt_blu">&nbsp; Brain</td><td class="int_blu">137</td><td class="int_blu">328</td></tr> <tr><td class="txt_blu">&nbsp; Spinal cord, cranial nerves and other parts of central nervous system</td><td class="int_blu">20</td><td class="int_blu">4</td></tr> <tr><td class="txt_blu"><b>Malignant neoplasms of thyroid and other endocrine glands</b></td><td class="int_blu"><b>460</b></td><td class="int_blu"><b>185</b></td></tr> <tr><td class="txt_blu">&nbsp; Thyroid gland</td><td class="int_blu">412</td><td class="int_blu">174</td></tr> <tr><td class="txt_blu">&nbsp; Adrenal gland</td><td class="int_blu">16</td><td class="int_blu">8</td></tr> <tr><td class="txt_blu">&nbsp; Other endocrine glands and related structures</td><td class="int_blu">32</td><td class="int_blu">3</td></tr> <tr><td class="txt_blu"><b>Malignant neoplasms of ill-defined, secondary and unspecified sites</b></td><td class="int_blu"><b>191</b></td><td class="int_blu"><b>289</b></td></tr> <tr><td class="txt_blu">&nbsp; Other and ill-defined sites</td><td class="int_blu">26</td><td class="int_blu">14</td></tr> <tr><td class="txt_blu">&nbsp; Secondary and unspecified malignant neoplasm of lymph nodes</td><td class="int_blu">92</td><td class="int_blu">46</td></tr> <tr><td class="txt_blu">&nbsp; Secondary malignant neoplasm of respiratory and digestive organs</td><td class="int_blu">20</td><td class="int_blu">89</td></tr> <tr><td class="txt_blu">&nbsp; Secondary malignant neoplasm of other sites</td><td class="int_blu">20</td><td class="int_blu">32</td></tr> <tr><td class="txt_blu">&nbsp; Malignant neoplasm without specification of site</td><td class="int_blu">33</td><td class="int_blu">108</td></tr> <tr><td class="txt_blu"><b>Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue</b></td><td class="int_blu"><b>2067</b></td><td class="int_blu"><b>1734</b></td></tr> <tr><td class="txt_blu">&nbsp; Hodgkin's disease</td><td class="int_blu">383</td><td class="int_blu">67</td></tr> <tr><td class="txt_blu">&nbsp; Follicular [nodular] non-Hodgkin's lymphoma</td><td class="int_blu">256</td><td class="int_blu">203</td></tr> <tr><td class="txt_blu">&nbsp; Diffuse non-Hodgkin's lymphoma</td><td class="int_blu">356</td><td class="int_blu">404</td></tr> <tr><td class="txt_blu">&nbsp; Peripheral and cutaneous T-cell lymphomas</td><td class="int_blu">178</td><td class="int_blu">72</td></tr> <tr><td class="txt_blu">&nbsp; Other and unspecified types of non-Hodgkin's lymphoma</td><td class="int_blu">180</td><td class="int_blu">160</td></tr> <tr><td class="txt_blu">&nbsp; Malignant immunoproliferative diseases</td><td class="int_blu">8</td><td class="int_blu">21</td></tr> <tr><td class="txt_blu">&nbsp; Multiple myeloma and malignant plasma cell neoplasms</td><td class="int_blu">180</td><td class="int_blu">309</td></tr> <tr><td class="txt_blu">&nbsp; Lymphoid leukaemia</td><td class="int_blu">300</td><td class="int_blu">305</td></tr> <tr><td class="txt_blu">&nbsp; Myeloid leukaemia</td><td class="int_blu">191</td><td class="int_blu">161</td></tr> <tr><td class="txt_blu">&nbsp; Monocytic leukaemia</td><td class="int_blu">4</td><td class="int_blu">4</td></tr> <tr><td class="txt_blu">&nbsp; Other leukaemias of specified cell type</td><td class="int_blu">10</td><td class="int_blu">2</td></tr> <tr><td class="txt_blu">&nbsp; Leukaemia of unspecified cell type</td><td class="int_blu">9</td><td class="int_blu">8</td></tr> <tr><td class="txt_blu">&nbsp; Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue</td><td class="int_blu">12</td><td class="int_blu">18</td></tr> <tr><td class="txt_blu"><b>Malignant neoplasms of independent (primary) multiple sites</b></td><td class="int_blu"><b>0</b></td><td class="int_blu"><b>1</b></td></tr> <tr><td class="txt_blu">&nbsp; Malignant neoplasms of independent (primary) multiple sites</td><td class="int_blu">0</td><td class="int_blu">1</td></tr> <tr><td class="txt_blu"><b>In situ neoplasms</b></td><td class="int_blu"><b>8719</b></td><td class="int_blu"><b>2662</b></td></tr> <tr><td class="txt_blu">&nbsp; Oral cavity, oesophagus and stomach</td><td class="int_blu">20</td><td class="int_blu">36</td></tr> <tr><td class="txt_blu">&nbsp; Other and unspecified digestive organs</td><td class="int_blu">79</td><td class="int_blu">162</td></tr> <tr><td class="txt_blu">&nbsp; Middle ear and respiratory system</td><td class="int_blu">28</td><td class="int_blu">24</td></tr> <tr><td class="txt_blu">&nbsp; Melanoma in situ</td><td class="int_blu">473</td><td class="int_blu">468</td></tr> <tr><td class="txt_blu">&nbsp; Skin</td><td class="int_blu">687</td><td class="int_blu">400</td></tr> <tr><td class="txt_blu">&nbsp; Breast</td><td class="int_blu">1319</td><td class="int_blu">815</td></tr> <tr><td class="txt_blu">&nbsp; Cervix uteri</td><td class="int_blu">5218</td><td class="int_blu">242</td></tr> <tr><td class="txt_blu">&nbsp; Other and unspecified genital organs</td><td class="int_blu">289</td><td class="int_blu">227</td></tr> <tr><td class="txt_blu">&nbsp; Other and unspecified sites</td><td class="int_blu">606</td><td class="int_blu">288</td></tr> <tr><td class="txt_blu"><b>Benign neoplasms</b></td><td class="int_blu"><b>757</b></td><td class="int_blu"><b>254</b></td></tr> <tr><td class="txt_blu">&nbsp; Mouth and pharynx</td><td class="int_blu">1</td><td class="int_blu">0</td></tr> <tr><td class="txt_blu">&nbsp; Major salivary glands</td><td class="int_blu">44</td><td class="int_blu">0</td></tr> <tr><td class="txt_blu">&nbsp; Colon, rectum, anus and anal canal</td><td class="int_blu">2</td><td class="int_blu">0</td></tr> <tr><td class="txt_blu">&nbsp; Other and ill-defined parts of digestive system</td><td class="int_blu">0</td><td class="int_blu">1</td></tr> <tr><td class="txt_blu">&nbsp; Other and unspecified intrathoracic organs</td><td class="int_blu">0</td><td class="int_blu">3</td></tr> <tr><td class="txt_blu">&nbsp; Bone and articular cartilage</td><td class="int_blu">2</td><td class="int_blu">0</td></tr> <tr><td class="txt_blu">&nbsp; Haemangioma and lymphangioma, any site</td><td class="int_blu">2</td><td class="int_blu">0</td></tr> <tr><td class="txt_blu">&nbsp; Ovary</td><td class="int_blu">3</td><td class="int_blu">0</td></tr> <tr><td class="txt_blu">&nbsp; Urinary organs</td><td class="int_blu">7</td><td class="int_blu">0</td></tr> <tr><td class="txt_blu">&nbsp; Meninges</td><td class="int_blu">283</td><td class="int_blu">131</td></tr> <tr><td class="txt_blu">&nbsp; Brain and other parts of central nervous system</td><td class="int_blu">202</td><td class="int_blu">54</td></tr> <tr><td class="txt_blu">&nbsp; Thyroid gland</td><td class="int_blu">3</td><td class="int_blu">0</td></tr> <tr><td class="txt_blu">&nbsp; Other and unspecified endocrine glands</td><td class="int_blu">204</td><td class="int_blu">65</td></tr> <tr><td class="txt_blu">&nbsp; Other and unspecified sites</td><td class="int_blu">4</td><td class="int_blu">0</td></tr> <tr><td class="txt_blu"><b>Neoplasms of uncertain or unknown behaviour</b></td><td class="int_blu"><b>1474</b></td><td class="int_blu"><b>983</b></td></tr> <tr><td class="txt_blu">&nbsp; Oral cavity and digestive organs</td><td class="int_blu">237</td><td class="int_blu">130</td></tr> <tr><td class="txt_blu">&nbsp; Middle ear and respiratory and intrathoracic organs</td><td class="int_blu">25</td><td class="int_blu">11</td></tr> <tr><td class="txt_blu">&nbsp; Female genital organs</td><td class="int_blu">243</td><td class="int_blu">29</td></tr> <tr><td class="txt_blu">&nbsp; Male genital organs</td><td class="int_blu">30</td><td class="int_blu">7</td></tr> <tr><td class="txt_blu">&nbsp; Urinary organs</td><td class="int_blu">353</td><td class="int_blu">375</td></tr> <tr><td class="txt_blu">&nbsp; Meninges</td><td class="int_blu">10</td><td class="int_blu">11</td></tr> <tr><td class="txt_blu">&nbsp; Brain and central nervous system</td><td class="int_blu">49</td><td class="int_blu">20</td></tr> <tr><td class="txt_blu">&nbsp; Endocrine glands</td><td class="int_blu">56</td><td class="int_blu">18</td></tr> <tr><td class="txt_blu">&nbsp; Polycythaemia vera</td><td class="int_blu">120</td><td class="int_blu">50</td></tr> <tr><td class="txt_blu">&nbsp; Myelodysplastic syndromes</td><td class="int_blu">28</td><td class="int_blu">78</td></tr> <tr><td class="txt_blu">&nbsp; Other neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue</td><td class="int_blu">167</td><td class="int_blu">171</td></tr> <tr><td class="txt_blu">&nbsp; Other and unspecified sites</td><td class="int_blu">156</td><td class="int_blu">83</td></tr> </table> <br> Counts last generated: 8 February 2017
100093	Death register	0	1	This category contains coded data on the cause of death (International Classification of Diseases [ICD10]), obtained through linkage to national death registries.	
100094	Baseline characteristics	0	1	This category contains data on some general characteristics of participants that were known before arrival at the Assessment Centre, and includes date of birth, sex and an index of deprivation (based on the participant's postcode), all obtained from local NHS Primary Care Trust registries, and the name of the recruitment centre. This information could be amended by the participant upon arrival at the Assessment Centre.	
100095	Urine sample collection	0	1	This category contains data on whether a urine sample was collected at the Assessment Centre and, if not, the reason why not.	
100096	Saliva sample collection	0	1	This category contains data on whether a saliva sample was collected at the Assessment Centre and, if not, the reason why not.	
100097	Typical diet yesterday	0	1	This category contains general information relating to participants daily diet.	
100098	Estimated nutrients yesterday	0	1	This category contains estimates of participants nutrient intake based on their answers to the dietary questionnaire.	
100099	Eye surgery/complications	0	1	Eye surgery and complications recorded during eye measures	
100100	Alcoholic beverages yesterday	0	1		
100101	Bread/pasta/rice yesterday	0	1		
100102	Cereal yesterday	0	1		
100103	Fruit/vegetables yesterday	0	1		
100104	Hot/cold beverages yesterday	0	1		
100105	Meal type yesterday	0	1		
100106	Meat/fish yesterday	0	1		
100107	Milk/eggs/cheese yesterday	0	1		
100108	Physical activity yesterday	0	1		
100109	Soup/snacks/pastries yesterday	0	1		
100110	Spreads/sauces/cooking oils yesterday	0	1		
100111	Vegetarian alternatives yesterday	0	1		
100112	Vitamin/mineral supplements yesterday	0	1		
100113	Geographical and location	0	0	Location information defined in terms of grid co-ordinates	
100114	Diet questionnaire performance	0	1		
100115	UK Biobank Urban Morphometric Platform	0	1	<p>This category contains data obtained from a morphometric analysis of the built environment that was conducted by the Cochrane Institute of Primary Care and Public Health, Cardiff University. The aim of this project was to create an objective assessment of the built environment within the immediate residential neighbourhood of UK Biobank participants. Since January 2017, Built Environment metrics are available for participants from all assessment centres. <p>The available metrics include: <ul> <li>Building class</li> <li>Destination accessibility</li> <li>Greenness</li> <li>Land use density</li> <li>Street network accessibility</li> <li>Terrain (slope)</li> <li>Accessibility foodscapes (London area only)</li> </ul>	The aim of the UK Biobank Built Environment project was the objective assessment of the built environment (OABE) around the immediate neighbourhood of 500,000 participants of the UK Biobank cohort. <p>This resulted in the modelling, compilation and linkage of corresponding longitudinal spatial database of built environment with the UK Biobank health datasets. The large-scale automation of such detailed and precise measures of individual-level built environment morphological metrics (morphometrics) has the potential to unravel the black box of causality, the pathways through which built environment in conjunction with the social and natural environment act as one of fundamental determinants of individual behaviour, physical and mental health. <p>OABE of UK Biobank can thus produce a comprehensive evidence-base on the impact of BE on lifestyle, behaviour and thereby health and hence, guide preventive intervention strategies as well as policy formulation.
